
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-03-05 01:52:03,955 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
GPU: NVIDIA H200 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL",
  "use_chunk_rope": false,
  "use_fused_ce": false,
  "use_param_rmsnorm": false,
  "use_proj_scalars": false,
  "use_backout": false,
  "use_smear": false,
  "use_attn_gate": false,
  "use_half_truncated_rope": false,
  "use_partial_key_offset": false,
  "bigram_vocab_multiplier": 0,
  "use_unet_skip": false,
  "use_fused_mlp": false,
  "use_paired_heads": false
}
torch.compile mode: default
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,808
scalars                 : 24
total                   : 286,262,424
Estimated FLOPs per token: 8.021676e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 420
Total number of training tokens: 220,200,960
Tokens : Scaling params ratio: 2.00
Total training FLOPs estimate: 1.766381e+17
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 524,288 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.228592
step 00000/00420 (0.00%) | loss: 10.397885 | lrm: 1.00 | dt: 16444.24ms | tok/sec: 31,882 | bf16_mfu: 2.59 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00420 (0.24%) | loss: 10.675675 | lrm: 1.00 | dt: 850.97ms | tok/sec: 616,104 | bf16_mfu: 49.97 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/00420 (0.48%) | loss: 10.569610 | lrm: 1.00 | dt: 866.16ms | tok/sec: 605,298 | bf16_mfu: 49.10 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/00420 (0.71%) | loss: 10.264752 | lrm: 1.00 | dt: 861.45ms | tok/sec: 608,608 | bf16_mfu: 49.36 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/00420 (0.95%) | loss: 9.810312 | lrm: 1.00 | dt: 862.93ms | tok/sec: 607,570 | bf16_mfu: 49.28 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/00420 (1.19%) | loss: 9.321768 | lrm: 1.00 | dt: 861.86ms | tok/sec: 608,322 | bf16_mfu: 49.34 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/00420 (1.43%) | loss: 8.889414 | lrm: 1.00 | dt: 860.39ms | tok/sec: 609,360 | bf16_mfu: 49.42 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/00420 (1.67%) | loss: 8.562458 | lrm: 1.00 | dt: 862.93ms | tok/sec: 607,566 | bf16_mfu: 49.28 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/00420 (1.90%) | loss: 8.264865 | lrm: 1.00 | dt: 864.30ms | tok/sec: 606,602 | bf16_mfu: 49.20 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00009/00420 (2.14%) | loss: 8.005873 | lrm: 1.00 | dt: 866.11ms | tok/sec: 605,335 | bf16_mfu: 49.10 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00010/00420 (2.38%) | loss: 7.777793 | lrm: 1.00 | dt: 868.18ms | tok/sec: 603,896 | bf16_mfu: 48.98 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/00420 (2.62%) | loss: 7.588844 | lrm: 1.00 | dt: 867.49ms | tok/sec: 604,375 | bf16_mfu: 49.02 | epoch: 1 pq: 0 rg: 13 | total time: 0.01m | eta: 5.9m
step 00012/00420 (2.86%) | loss: 7.418709 | lrm: 1.00 | dt: 873.25ms | tok/sec: 600,384 | bf16_mfu: 48.70 | epoch: 1 pq: 0 rg: 14 | total time: 0.03m | eta: 5.9m
step 00013/00420 (3.10%) | loss: 7.264670 | lrm: 1.00 | dt: 867.30ms | tok/sec: 604,503 | bf16_mfu: 49.03 | epoch: 1 pq: 0 rg: 15 | total time: 0.04m | eta: 5.9m
step 00014/00420 (3.33%) | loss: 7.128064 | lrm: 1.00 | dt: 869.83ms | tok/sec: 602,745 | bf16_mfu: 48.89 | epoch: 1 pq: 0 rg: 16 | total time: 0.06m | eta: 5.9m
step 00015/00420 (3.57%) | loss: 7.004720 | lrm: 1.00 | dt: 871.46ms | tok/sec: 601,619 | bf16_mfu: 48.80 | epoch: 1 pq: 0 rg: 17 | total time: 0.07m | eta: 5.9m
step 00016/00420 (3.81%) | loss: 6.892026 | lrm: 1.00 | dt: 868.92ms | tok/sec: 603,378 | bf16_mfu: 48.94 | epoch: 1 pq: 0 rg: 18 | total time: 0.09m | eta: 5.9m
step 00017/00420 (4.05%) | loss: 6.792158 | lrm: 1.00 | dt: 868.75ms | tok/sec: 603,497 | bf16_mfu: 48.95 | epoch: 1 pq: 0 rg: 19 | total time: 0.10m | eta: 5.8m
step 00018/00420 (4.29%) | loss: 6.698471 | lrm: 1.00 | dt: 872.12ms | tok/sec: 601,164 | bf16_mfu: 48.76 | epoch: 1 pq: 0 rg: 20 | total time: 0.12m | eta: 5.8m
step 00019/00420 (4.52%) | loss: 6.624159 | lrm: 1.00 | dt: 868.30ms | tok/sec: 603,807 | bf16_mfu: 48.97 | epoch: 1 pq: 0 rg: 21 | total time: 0.13m | eta: 5.8m
step 00020/00420 (4.76%) | loss: 6.544981 | lrm: 1.00 | dt: 871.08ms | tok/sec: 601,882 | bf16_mfu: 48.82 | epoch: 1 pq: 0 rg: 22 | total time: 0.14m | eta: 5.8m
step 00021/00420 (5.00%) | loss: 6.477108 | lrm: 1.00 | dt: 876.04ms | tok/sec: 598,472 | bf16_mfu: 48.54 | epoch: 1 pq: 0 rg: 23 | total time: 0.16m | eta: 5.8m
step 00022/00420 (5.24%) | loss: 6.421797 | lrm: 1.00 | dt: 868.30ms | tok/sec: 603,811 | bf16_mfu: 48.97 | epoch: 1 pq: 0 rg: 24 | total time: 0.17m | eta: 5.8m
step 00023/00420 (5.48%) | loss: 6.366202 | lrm: 1.00 | dt: 868.90ms | tok/sec: 603,391 | bf16_mfu: 48.94 | epoch: 1 pq: 0 rg: 25 | total time: 0.19m | eta: 5.8m
step 00024/00420 (5.71%) | loss: 6.311514 | lrm: 1.00 | dt: 871.96ms | tok/sec: 601,275 | bf16_mfu: 48.77 | epoch: 1 pq: 0 rg: 26 | total time: 0.20m | eta: 5.7m
step 00025/00420 (5.95%) | loss: 6.270010 | lrm: 1.00 | dt: 875.91ms | tok/sec: 598,561 | bf16_mfu: 48.55 | epoch: 1 pq: 0 rg: 27 | total time: 0.22m | eta: 5.7m
step 00026/00420 (6.19%) | loss: 6.224149 | lrm: 1.00 | dt: 870.88ms | tok/sec: 602,021 | bf16_mfu: 48.83 | epoch: 1 pq: 0 rg: 28 | total time: 0.23m | eta: 5.7m
step 00027/00420 (6.43%) | loss: 6.182973 | lrm: 1.00 | dt: 869.85ms | tok/sec: 602,736 | bf16_mfu: 48.89 | epoch: 1 pq: 0 rg: 30 | total time: 0.25m | eta: 5.7m
step 00028/00420 (6.67%) | loss: 6.141020 | lrm: 1.00 | dt: 872.09ms | tok/sec: 601,186 | bf16_mfu: 48.76 | epoch: 1 pq: 0 rg: 30 | total time: 0.26m | eta: 5.7m
step 00029/00420 (6.90%) | loss: 6.106413 | lrm: 1.00 | dt: 873.30ms | tok/sec: 600,355 | bf16_mfu: 48.69 | epoch: 1 pq: 0 rg: 31 | total time: 0.28m | eta: 5.7m
step 00030/00420 (7.14%) | loss: 6.076845 | lrm: 1.00 | dt: 870.12ms | tok/sec: 602,545 | bf16_mfu: 48.87 | epoch: 1 pq: 0 rg: 32 | total time: 0.29m | eta: 5.7m
