
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-03-04 18:50:51,188 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
GPU: NVIDIA H200 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome.
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 12,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 768,
  "window_pattern": "SSSL",
  "use_chunk_rope": false,
  "use_fused_ce": false,
  "use_param_rmsnorm": false,
  "use_proj_scalars": false,
  "use_backout": false,
  "use_smear": false,
  "use_attn_gate": false,
  "use_half_truncated_rope": false,
  "use_partial_key_offset": false,
  "bigram_vocab_multiplier": 0,
  "use_unet_skip": false,
  "use_fused_mlp": false,
  "use_paired_heads": false
}
torch.compile mode: default
Parameter counts:
wte                     : 25,165,824
value_embeds            : 150,994,944
lm_head                 : 25,165,824
transformer_matrices    : 84,935,808
scalars                 : 24
total                   : 286,262,424
Estimated FLOPs per token: 8.021676e+08
Auto-computed optimal batch size: 524,288 tokens
Scaling the LR for the AdamW parameters ∝1/√(768/768) = 1.000000
Calculated number of iterations from target data:param ratio: 420
Total number of training tokens: 220,200,960
Tokens : Scaling params ratio: 2.00
Total training FLOPs estimate: 1.766381e+17
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 524,288 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.228592
step 00000/00420 (0.00%) | loss: 10.397885 | lrm: 1.00 | dt: 13838.49ms | tok/sec: 37,886 | bf16_mfu: 3.07 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00420 (0.24%) | loss: 10.672508 | lrm: 1.00 | dt: 1068.62ms | tok/sec: 490,620 | bf16_mfu: 39.79 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/00420 (0.48%) | loss: 10.508202 | lrm: 1.00 | dt: 952.34ms | tok/sec: 550,523 | bf16_mfu: 44.65 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/00420 (0.71%) | loss: 10.328372 | lrm: 1.00 | dt: 946.53ms | tok/sec: 553,902 | bf16_mfu: 44.93 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/00420 (0.95%) | loss: 9.895260 | lrm: 1.00 | dt: 1024.77ms | tok/sec: 511,615 | bf16_mfu: 41.50 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/00420 (1.19%) | loss: 9.470324 | lrm: 1.00 | dt: 958.07ms | tok/sec: 547,235 | bf16_mfu: 44.39 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/00420 (1.43%) | loss: 9.739042 | lrm: 1.00 | dt: 961.34ms | tok/sec: 545,370 | bf16_mfu: 44.23 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/00420 (1.67%) | loss: 9.406955 | lrm: 1.00 | dt: 967.37ms | tok/sec: 541,974 | bf16_mfu: 43.96 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/00420 (1.90%) | loss: 9.105415 | lrm: 1.00 | dt: 959.94ms | tok/sec: 546,167 | bf16_mfu: 44.30 | epoch: 1 pq: 0 rg: 9 | total time: 0.00m
step 00009/00420 (2.14%) | loss: 8.813243 | lrm: 1.00 | dt: 954.99ms | tok/sec: 549,000 | bf16_mfu: 44.53 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00010/00420 (2.38%) | loss: 8.566828 | lrm: 1.00 | dt: 957.12ms | tok/sec: 547,776 | bf16_mfu: 44.43 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00011/00420 (2.62%) | loss: 8.339415 | lrm: 1.00 | dt: 951.84ms | tok/sec: 550,816 | bf16_mfu: 44.68 | epoch: 1 pq: 0 rg: 13 | total time: 0.02m | eta: 6.5m
step 00012/00420 (2.86%) | loss: 8.125278 | lrm: 1.00 | dt: 954.37ms | tok/sec: 549,352 | bf16_mfu: 44.56 | epoch: 1 pq: 0 rg: 14 | total time: 0.03m | eta: 6.5m
step 00013/00420 (3.10%) | loss: 7.922362 | lrm: 1.00 | dt: 962.51ms | tok/sec: 544,709 | bf16_mfu: 44.18 | epoch: 1 pq: 0 rg: 15 | total time: 0.05m | eta: 6.5m
step 00014/00420 (3.33%) | loss: 7.741321 | lrm: 1.00 | dt: 957.45ms | tok/sec: 547,588 | bf16_mfu: 44.41 | epoch: 1 pq: 0 rg: 16 | total time: 0.06m | eta: 6.5m
step 00015/00420 (3.57%) | loss: 7.573042 | lrm: 1.00 | dt: 959.54ms | tok/sec: 546,396 | bf16_mfu: 44.32 | epoch: 1 pq: 0 rg: 17 | total time: 0.08m | eta: 6.5m
step 00016/00420 (3.81%) | loss: 7.415190 | lrm: 1.00 | dt: 962.73ms | tok/sec: 544,584 | bf16_mfu: 44.17 | epoch: 1 pq: 0 rg: 18 | total time: 0.10m | eta: 6.5m
step 00017/00420 (4.05%) | loss: 7.268750 | lrm: 1.00 | dt: 958.80ms | tok/sec: 546,818 | bf16_mfu: 44.35 | epoch: 1 pq: 0 rg: 19 | total time: 0.11m | eta: 6.4m
step 00018/00420 (4.29%) | loss: 7.133959 | lrm: 1.00 | dt: 958.64ms | tok/sec: 546,908 | bf16_mfu: 44.36 | epoch: 1 pq: 0 rg: 20 | total time: 0.13m | eta: 6.4m
step 00019/00420 (4.52%) | loss: 7.023112 | lrm: 1.00 | dt: 960.56ms | tok/sec: 545,816 | bf16_mfu: 44.27 | epoch: 1 pq: 0 rg: 21 | total time: 0.14m | eta: 6.4m
step 00020/00420 (4.76%) | loss: 6.910924 | lrm: 1.00 | dt: 959.61ms | tok/sec: 546,353 | bf16_mfu: 44.31 | epoch: 1 pq: 0 rg: 22 | total time: 0.16m | eta: 6.4m
step 00021/00420 (5.00%) | loss: 6.812468 | lrm: 1.00 | dt: 961.98ms | tok/sec: 545,009 | bf16_mfu: 44.21 | epoch: 1 pq: 0 rg: 23 | total time: 0.18m | eta: 6.4m
step 00022/00420 (5.24%) | loss: 6.727878 | lrm: 1.00 | dt: 958.84ms | tok/sec: 546,794 | bf16_mfu: 44.35 | epoch: 1 pq: 0 rg: 24 | total time: 0.19m | eta: 6.4m
step 00023/00420 (5.48%) | loss: 6.644980 | lrm: 1.00 | dt: 960.44ms | tok/sec: 545,882 | bf16_mfu: 44.28 | epoch: 1 pq: 0 rg: 25 | total time: 0.21m | eta: 6.3m
step 00024/00420 (5.71%) | loss: 6.565107 | lrm: 1.00 | dt: 961.12ms | tok/sec: 545,495 | bf16_mfu: 44.24 | epoch: 1 pq: 0 rg: 26 | total time: 0.22m | eta: 6.3m
step 00025/00420 (5.95%) | loss: 6.501102 | lrm: 1.00 | dt: 959.81ms | tok/sec: 546,239 | bf16_mfu: 44.30 | epoch: 1 pq: 0 rg: 27 | total time: 0.24m | eta: 6.3m
step 00026/00420 (6.19%) | loss: 6.433580 | lrm: 1.00 | dt: 958.78ms | tok/sec: 546,827 | bf16_mfu: 44.35 | epoch: 1 pq: 0 rg: 28 | total time: 0.26m | eta: 6.3m
step 00027/00420 (6.43%) | loss: 6.372525 | lrm: 1.00 | dt: 959.38ms | tok/sec: 546,485 | bf16_mfu: 44.32 | epoch: 1 pq: 0 rg: 30 | total time: 0.27m | eta: 6.3m
step 00028/00420 (6.67%) | loss: 6.312006 | lrm: 1.00 | dt: 960.09ms | tok/sec: 546,082 | bf16_mfu: 44.29 | epoch: 1 pq: 0 rg: 30 | total time: 0.29m | eta: 6.3m
step 00029/00420 (6.90%) | loss: 6.259519 | lrm: 1.00 | dt: 961.14ms | tok/sec: 545,486 | bf16_mfu: 44.24 | epoch: 1 pq: 0 rg: 31 | total time: 0.30m | eta: 6.3m
step 00030/00420 (7.14%) | loss: 6.213658 | lrm: 1.00 | dt: 958.96ms | tok/sec: 546,726 | bf16_mfu: 44.34 | epoch: 1 pq: 0 rg: 32 | total time: 0.32m | eta: 6.2m
step 00031/00420 (7.38%) | loss: 6.171586 | lrm: 1.00 | dt: 960.80ms | tok/sec: 545,679 | bf16_mfu: 44.26 | epoch: 1 pq: 0 rg: 33 | total time: 0.34m | eta: 6.2m
step 00032/00420 (7.62%) | loss: 6.131185 | lrm: 1.00 | dt: 960.80ms | tok/sec: 545,678 | bf16_mfu: 44.26 | epoch: 1 pq: 0 rg: 34 | total time: 0.35m | eta: 6.2m
step 00033/00420 (7.86%) | loss: 6.091885 | lrm: 1.00 | dt: 959.00ms | tok/sec: 546,700 | bf16_mfu: 44.34 | epoch: 1 pq: 0 rg: 35 | total time: 0.37m | eta: 6.2m
step 00034/00420 (8.10%) | loss: 6.061745 | lrm: 1.00 | dt: 970.40ms | tok/sec: 540,279 | bf16_mfu: 43.82 | epoch: 1 pq: 0 rg: 36 | total time: 0.38m | eta: 6.2m
